country,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49
Lithuania,-0.65122,0.52246,0.16636,0.10789,0.041058,0.47407,0.15475,1.1765,-1.3078,-0.34645,1.5255,-0.96543,0.4887,0.11694,0.6407,0.6696,0.12879,-0.49591,-0.1158,1.0476,0.083026,-1.2562,-0.69614,0.35471,-0.24826,-1.2218,0.03608,-0.091295,0.11776,-0.31673,0.64839,1.3103,-0.35295,-0.37799,-0.37184,0.084381,-0.48991,0.58557,-0.19567,0.30082,-0.10875,-0.081218,1.3148,-1.5065,-1.4214,0.85228,-0.50404,0.66432,-0.13549,-1.5817
Jamaica,-0.87192,0.52921,-0.66779,1.2121,-0.65294,-0.2571,-0.62654,0.69156,0.84314,-0.17653,0.28508,-0.23654,0.48197,-0.85886,0.22546,0.18766,0.08097,-0.30444,-0.74569,-0.30495,-0.23869,0.88703,-0.38574,0.48879,0.34946,-0.80061,0.96332,-0.12109,-0.19357,-0.0021095,0.89561,0.1756,-0.020643,-0.26454,0.09332,-0.53725,-0.0092473,-0.35651,-0.18406,-0.35911,-0.07267,0.71955,0.92908,-0.85407,-0.35606,1.2545,-0.78895,-1.3215,0.071965,-0.86031
Albania,0.83302,-0.45109,0.036124,-0.071542,-0.43803,-0.35345,0.44737,0.80139,-0.68828,-0.78343,0.72771,-1.2222,0.19957,-0.77006,0.58453,-0.091821,0.087678,0.31854,0.70997,0.9374,-0.46157,-0.17633,-0.40542,0.67545,0.089017,-0.75488,0.24461,-0.059126,0.0026154,0.27766,1.6444,0.94396,-1.3238,0.020666,-0.52746,0.83906,-0.86562,0.067062,-0.38675,0.21263,-0.069293,0.36148,0.83636,-1.8639,-0.85996,0.55211,-0.090987,0.70084,-0.11893,-1.7953
Gambia,-0.14789,-0.26794,-0.62597,0.90228,-0.19767,-0.65211,0.083655,-0.010945,1.0126,-0.19807,0.68472,-0.16322,0.8899,-0.94909,0.015961,0.053573,-0.11698,-0.19359,-0.042552,0.64469,-0.4936,0.68491,1.4486,0.51076,-0.35863,-0.34602,0.6738,0.24509,-0.62735,0.22545,0.17404,0.84712,-1.1537,-0.046084,0.19012,0.18838,-1.2171,-0.47212,-0.38896,-0.10014,0.12327,1.2124,0.32194,-1.2941,-1.1909,0.63278,-0.3055,-0.13549,0.52827,-1.8143
Gabon,0.88878,0.027461,-0.43901,1.2225,-0.52557,-0.60856,0.42052,0.43652,0.62521,0.018729,0.81989,-0.28245,0.59364,-0.76658,0.079232,0.046228,-0.4124,-0.10879,0.040097,0.64171,-1.1965,0.19322,1.4345,0.27443,-0.28908,-0.31283,0.5152,0.20911,-0.65774,0.7979,0.84673,1.0475,-1.3522,0.76733,0.40273,0.037538,-1.0791,0.32439,0.32846,0.45515,0.063554,1.1872,0.25679,-1.2897,-0.45873,1.4574,-0.62032,0.24557,0.30958,-1.6103
Botswana,0.24616,-0.81813,-0.68943,1.1376,0.044503,-0.39755,0.28116,-0.46788,1.1392,-0.53008,0.68382,-0.39707,0.58225,-1.5637,0.38891,0.5906,0.39975,0.31669,0.54216,0.2016,-0.33455,0.40104,0.8845,0.42423,-0.072348,0.10012,1.2408,-0.41007,-1.3903,0.73745,1.1644,0.61837,-0.78591,0.49312,0.06608,-0.14672,-1.1006,0.36651,-0.4101,-0.58544,-0.36314,0.86619,-0.13876,-0.83034,-0.37347,1.086,-0.39438,-0.29527,-0.20677,-1.3861
Lesotho,0.57378,-1.1142,-0.43839,0.94165,-0.48406,-0.17416,1.1976,0.20936,0.58189,-0.8066,0.20431,-0.40402,0.80236,-1.3009,-0.0731,0.47513,0.04676,0.75918,0.53315,0.31451,-0.40471,0.55175,0.60159,0.15639,0.19623,0.043561,0.39984,-0.54924,-1.4205,1.0558,1.0932,0.66661,-1.0248,0.8819,0.15555,0.75219,-0.36077,-0.24614,-0.10094,-0.84936,-0.20026,0.77701,-0.058486,-0.93942,-0.22508,1.4752,-0.55522,-0.43407,0.23854,-1.7169
Guinea-Bissau,0.030714,-0.63776,-1.1659,1.0632,-0.10075,-0.016399,0.38367,-0.10081,0.89585,-0.15155,0.88003,-0.068761,1.7339,-1.2145,0.39447,-0.1213,-0.32805,0.63915,-0.10104,0.31438,-0.7045,0.14464,1.1605,0.68729,0.25633,0.26706,0.49588,-0.29311,-0.11797,1.2163,0.043279,-0.014598,-1.4896,-0.46158,0.52509,0.2094,-1.3236,-0.521,-0.6054,-0.35294,-0.20864,0.69931,-0.023842,-0.96553,-1.274,1.1185,0.33345,-0.48866,0.25059,-1.3295
Slovenia,-0.24289,0.15219,-0.28094,1.1139,0.16837,0.52324,0.11307,0.39872,-0.97902,-0.86062,1.0915,-1.8531,0.069393,-0.039163,0.71337,1.08,0.64799,-0.71564,0.7155,1.215,-0.82922,-1.1013,-0.12465,1.4587,0.12586,-0.24442,0.41137,0.45056,-0.88997,-0.90774,1.3642,0.60471,-0.25877,0.21346,-0.48398,-0.35062,-0.65476,0.93506,-0.30294,-0.24349,-0.33955,0.24061,0.51923,-1.7422,-1.1108,0.60518,0.4113,0.35429,0.19192,-1.2425
Equatorial Guinea,1.15335,-0.51339996,-0.18798,1.29425,-0.24556,-0.338415,0.79140997,-0.07155,0.18674,-0.244882,0.53844,0.12924,0.88485,-0.185925,-0.087735005,0.21659501,0.44238,0.30045,-0.96801,0.53723,-0.722505,0.396045,1.0670301,0.1429405,-0.06256001,-0.69379497,1.0806999,-0.129375,-0.70235,1.0241799,1.15027,-0.15783751,-1.4143,-0.18200499,0.034855,0.087465,-1.398905,-0.487585,-0.54919,-0.59091496,-0.05475001,1.29825,0.60650504,-0.67203003,-0.638875,0.50541,0.08508,-0.49732,0.173575,-1.48105
Latvia,-0.83433,0.318,-0.23272,-0.26098,-0.13771,0.66924,0.40027,0.86774,-1.3287,-0.60404,1.3258,-0.94471,0.77461,0.43601,0.58325,0.29888,0.0048906,-0.82593,0.389,1.3098,-0.33229,-1.0256,-0.53035,0.66287,-0.21742,-0.72182,0.43491,0.16214,-0.34683,-0.40236,1.1119,1.7301,0.12703,-0.065971,-1.0486,0.13526,-0.3546,-0.03176,-0.14896,-0.53271,-0.308,-0.18335,1.5031,-1.9206,-1.1462,0.70775,-0.49134,0.64721,0.036494,-1.0888
North Macedonia,0.34657502,0.18997502,0.0017729998,0.1127595,-0.233555,0.032265,-0.322755,0.63031,-0.21727501,-1.1304,0.258625,-1.059535,0.1504115,-0.853755,-0.33143502,0.5379,0.46773002,0.117735,-0.10212001,0.734235,-0.20911501,0.028869499,-0.3049965,0.53896,0.219022,-1.4056399,0.50554,0.339645,-0.0661135,-0.30888,2.5875,0.09239,-0.43859503,-0.20568,0.063435,-0.188275,-0.500655,-0.49309498,-0.780095,0.200035,-0.194765,-0.030095004,0.70926,-1.54095,-0.6237,0.67183495,-0.1425885,0.55751,-0.65572,-0.990715
Bahrain,0.065286,0.51741,-0.20534,1.4819,0.67083,-1.057,0.42418,0.80223,0.73173,0.16324,0.66643,-0.68455,-0.35283,0.17954,0.17929,0.87013,0.27536,-0.32651,-0.47227,1.0107,0.36151,-0.20535,0.77381,0.56157,-0.78579,-1.0458,0.48457,-0.29053,-0.30005,0.83599,1.0603,0.77668,-0.41785,0.80468,0.20718,-0.36321,-0.19302,0.3838,-1.1267,0.75794,0.21792,0.11878,0.19265,-0.30715,0.098405,0.63935,-1.0787,0.47449,-0.10612,-1.2639
Trinidad and Tobago,-0.122459985,0.10598234,-0.7057533,1.2277523,0.027377972,-0.040119987,-0.14670868,0.27874002,0.15140001,0.22614999,0.6877634,0.25615332,0.028223326,-0.45040333,0.16897333,-0.193235,0.023678003,-0.078651,-0.85772663,-0.24701667,-0.25656998,0.50409,0.31895334,-0.035584,-0.23210667,-0.6974223,0.68662333,-0.29324666,-0.223267,-0.135754,1.5828699,0.6723633,-0.24521668,-0.28965867,0.00079999864,-0.18330002,-0.31637332,0.27026,0.08456334,0.03167167,0.063471995,0.6004467,0.53131,-0.49411666,-0.33521667,1.1540667,-0.8140966,-0.84218335,-0.019704998,-0.5832
Timor-Leste,-1.0114,-0.1563,-0.17027,1.0373,-0.51221,-1.3616,0.56239,-0.26895,-0.11881,-0.069338,1.0296,-0.17581,0.78198,-0.66761,-0.46648,-0.36828,-0.050474,1.0116,0.043399,0.040794,-1.148,-0.11712,0.023034,0.17937,-0.11582,0.88021,0.40704,-0.1152,-0.46927,0.21804,-0.42442,0.29044,-0.82336,-1.2498,-0.39353,0.1241,-0.51673,-0.62264,-0.7811,-0.40636,0.10804,-0.54387,0.25636,-0.77503,-1.3097,0.42833,-0.0069032,0.12538,0.35392,-0.19089
Estonia,-0.42778,0.026941,-0.22199,0.092255,-0.16639,0.81466,-0.21124,0.63485,-0.92481,-1.1618,1.1975,-1.0043,0.67699,-0.051934,0.69329,0.14439,-0.010258,-0.25072,0.17728,0.92823,-0.18599,-0.92666,-0.79385,0.72403,0.49216,-0.91958,0.089754,0.19595,0.015347,-0.51734,0.94701,1.0105,-0.19363,0.10926,-0.83306,0.082646,-0.29112,-0.12192,-0.10491,0.058442,-0.23935,-0.23167,1.4009,-1.9914,-0.97253,0.81526,-0.21239,0.618,0.44338,-1.1478
Cyprus,0.72777,0.23947,-0.66363,0.61138,0.0082807,0.19379,-0.31387,0.56139,-0.75366,-1.0778,0.93748,-0.24814,0.15737,-0.15673,0.72806,0.93681,0.80451,-0.21953,0.04383,0.84399,-0.10482,0.039487,-0.86245,0.49546,0.75968,-0.87402,1.2557,0.091065,-0.40781,0.16886,1.7486,0.17777,-1.1234,0.6368,-0.068762,-0.46291,-0.065736,-0.34523,-0.95305,0.15359,-0.006031,-0.2491,0.97985,-1.0796,-0.87539,0.23959,-0.1314,1.4838,-0.080409,-1.2146
Mauritius,0.80912,-0.12628,-1.124,0.91644,-0.3278,-0.15874,-0.35297,-0.18656,0.87795,-0.62732,1.0617,0.52135,0.97266,-0.62309,-0.047887,0.27443,-0.12054,-0.1754,-0.15884,0.71637,-0.42064,0.11478,0.6475,0.22878,0.32119,0.24979,0.76096,-0.098076,-1.1472,0.35368,0.7258,1.0375,-0.51227,0.55094,-0.14129,-0.34656,-0.34755,-0.05424,-0.29081,-0.18538,-0.18898,0.23795,0.49511,-1.2553,-0.64359,1.1444,-0.72601,-0.40593,0.79449,-1.2282
Djibouti,1.5445,0.031752,-0.53662,0.71897,-0.41691,-0.89104,0.014944,0.10748,1.183,-0.6191,0.45337,-0.11606,0.12212,-0.85173,-0.6241,0.28702,-0.016292,-0.12378,0.6883,0.80582,-0.80939,0.12683,1.0691,0.554,-0.73402,-0.24937,0.71296,0.17351,-0.58441,0.6553,0.53821,0.65597,-1.6231,1.1725,1.0863,-0.29215,-0.88486,0.090596,-0.97166,1.0139,-0.10607,0.74665,0.18441,-1.0647,-0.53258,0.21903,-0.38622,0.15629,-0.18106,-1.3507
Fiji,-0.65228,-1.2096,-0.89611,1.357,-0.28152,-0.58063,0.23498,0.43229,-0.42148,-0.36837,0.6944,0.35874,0.57249,0.034021,0.2175,0.52898,0.22757,0.032584,-0.64409,0.35304,-0.42628,0.98893,0.13124,0.1528,0.61819,-0.16488,1.2126,-0.88231,-0.78316,0.80043,1.5786,0.75609,-0.58413,0.44724,0.036937,0.25582,-0.14332,-0.99968,-0.46204,-0.49667,-0.67818,0.54231,0.36607,-0.35028,-0.66437,1.2867,-0.97837,0.14116,0.80346,-0.97745
Comoros,1.1459,-0.5348,-0.17157,1.1942,-0.3713,-0.48065,0.24858,0.55057,0.32033,-0.56454,0.62638,-0.28366,0.4431,0.68325,-0.17272,-0.33271,-0.46166,-0.36351,-0.22393,0.33522,-0.91448,0.59834,0.32754,0.29091,-0.15031,-0.15972,-0.40444,-0.0056767,-0.5858,1.0337,0.036359,0.41255,-1.5518,0.72056,-0.057972,-0.36988,-1.1034,-0.94686,-0.10646,0.54555,-0.46761,1.0768,0.77693,-0.69732,-1.86,0.5177,-0.60052,-0.12842,0.46031,-1.6781
Guyana,-0.21244,-0.34525,-0.9538,1.2761,-0.28057,-0.36898,-0.34527,0.71528,0.51069,0.36674,0.66703,-0.015739,0.90312,-0.3587,0.059045,-0.25914,-0.05239,0.17528,-0.58044,0.40415,-0.33133,0.79752,0.0065256,0.032365,-0.18796,-0.54749,0.89447,-0.33089,-0.30427,0.31112,0.26669,0.18769,-0.58255,0.053681,0.28513,-0.058376,-0.70856,-0.21782,0.63897,0.093847,-0.39355,0.74593,0.8431,-0.4012,-0.79148,1.8592,-0.99172,0.10958,0.29017,-1.3792
Solomon Islands,0.834495,-0.097664,-0.690345,1.3801,0.250272,0.155175,-0.445865,0.40840352,-0.234634,-1.1693599,0.225396,0.57096004,1.320965,0.095385,0.018079996,0.394405,0.66312504,-0.749195,-0.915825,0.54078996,-0.023409002,0.243855,-0.2009335,-0.19215001,0.781175,-0.49104,0.21727,-0.61955,-0.523955,-0.333725,1.6637001,-0.46449,0.052111,-0.120472,-0.19124,-0.1491405,-0.4236515,-1.1135,-0.207655,0.35939,-0.413625,1.01154,0.8353095,-0.672395,-1.054485,0.468645,-0.376,-0.73773503,-0.421065,-0.443805
Bhutan,-0.38485,-0.56947,-0.60268,0.65164,-0.044891,-0.80221,0.36767,-0.37322,1.0673,-0.83051,0.56667,-0.51533,0.87281,-0.36917,0.31255,1.3885,0.28275,0.12089,1.0152,1.6774,-0.20893,0.05157,0.52045,0.65895,0.25517,-0.032828,0.007571,-0.54512,-0.83579,0.37356,1.2284,0.34653,-0.68379,0.99127,0.03814,0.85456,-0.27652,-0.091451,-1.17,0.32577,-0.87347,0.43452,-0.29466,-0.21117,-0.5687,0.48592,-0.079202,-0.022064,-0.4835,-1.921
Macau,0.73783,-0.11426,-0.55983,1.5674,-0.71364,-1.5902,0.15418,-0.045758,0.067909,0.10131,0.41514,0.073819,0.13026,-0.085542,0.6276,0.62521,-0.10665,0.2822,-0.13114,1.1055,0.73248,-0.47726,-0.52248,0.53031,-0.43238,-0.93146,0.35943,-0.079578,-0.5914,-0.22978,1.1802,0.32116,-0.27084,0.85887,-0.23392,-0.43463,-0.61502,-0.12322,-0.92355,-0.13923,-0.89809,0.098798,0.86713,0.26473,-0.88013,-1.2928,-0.39782,-0.63242,0.92204,-0.82422
Luxembourg,0.86459,0.45181,-1.0723,0.57919,-0.26784,0.69173,0.22261,0.50861,-0.9651,-0.90631,0.93887,-0.4235,-0.22603,-0.051868,0.68696,0.64358,0.50098,-0.932,0.047924,-0.046494,0.8905,-0.73113,-0.4784,0.9922,-0.63802,-0.36254,0.077617,0.2791,-1.3397,0.25403,1.2571,0.87092,-0.055003,0.66243,-0.53238,-0.85212,-0.081787,0.85719,0.22478,-0.38174,0.79986,0.11993,1.4999,-1.5373,-0.61594,0.30185,-0.75352,-0.26388,1.0937,-0.55674
Montenegro,-0.26302,-0.067991,0.076627,0.5752,0.12926,0.34871,0.54092,0.85761,-1.4354,-0.32532,1.4583,-1.4197,-0.30347,0.070631,0.58276,0.56419,0.2532,-0.37787,1.2666,0.16893,-0.87692,-0.23349,-0.51007,1.1127,-0.91724,-0.40843,0.51742,0.46085,0.054256,0.15277,1.4705,0.64009,-1.0511,-0.40084,-0.62607,0.0017916,-0.2501,0.036922,-0.56484,-0.27556,0.023346,0.42657,0.64023,-1.9641,-1.3572,0.67625,-0.68966,0.22397,-0.31682,-1.065
Suriname,0.28952,-0.56625,-0.76416,0.62405,-0.50999,-0.44901,0.4273,0.47705,0.13326,0.77858,1.3593,-0.26485,1.1237,-0.038778,0.36707,-0.1417,-0.013792,0.13816,-0.17625,0.35612,-0.49454,-0.01571,-0.10325,0.20511,-0.84078,-0.55317,0.16149,0.092852,-0.38214,0.28277,-0.26038,-0.050911,-0.88475,0.09361,-0.086836,-0.30406,-0.73036,0.22471,0.57822,0.061306,-0.26279,1.0116,1.5785,-0.79655,-1.0007,1.0545,-0.82279,-0.55323,0.21594,-1.7699
Western Sahara,0.095474996,0.0783865,-0.62654495,0.42923,-0.51120996,-0.3817815,-0.3815,-0.14398849,0.21195999,-0.32092,0.28696,-0.628875,0.300465,-0.15505001,-0.30223,0.58359003,0.81682503,0.008387502,-0.311984,0.76773,-0.29095,0.450379,0.1799675,0.59831,-0.14992,-1.1481,-0.2580835,0.313285,-0.1356565,0.371942,2.102365,-0.32999498,-0.437685,0.3164,-0.06584,-0.44422,-1.3499,-0.478895,-0.841805,0.20159501,-0.31010002,0.437235,0.82956505,-0.71703,-0.4485335,0.24114498,-0.161244,0.020862501,-0.44537,-1.0955
Malta,0.68743,0.23994,-0.79328,-0.17475,0.19299,0.13154,-0.18722,0.62047,-0.46882,-0.62578,1.3942,-0.012408,0.56205,0.23628,0.12094,0.26579,-0.043283,-0.61101,-0.93234,1.3058,0.18251,-0.65045,-0.26715,0.67747,-0.39508,-0.68575,0.56699,-0.11039,-0.33636,-0.11557,0.61899,1.2938,-0.40081,0.11074,-0.29035,-0.014696,0.26483,0.077566,-0.64929,0.08954,0.35614,-0.2505,1.0169,-1.3196,-0.79791,0.50297,-0.62445,0.12799,0.56059,-0.97449
Maldives,0.01147,-0.25459,-0.10754,1.5788,0.17353,-0.60845,0.54953,-0.070948,1.13,0.012584,0.54315,-0.35619,1.0453,0.94279,-0.11168,0.9541,0.20417,-0.057919,-0.1007,1.6425,-0.6708,0.71076,1.0049,0.030767,0.27028,0.020411,0.34237,-0.31361,-0.74878,0.59503,0.76439,1.0751,-0.62134,0.62083,0.33977,0.45568,-0.18041,-0.33573,-0.6424,-0.12015,-1.4451,0.48923,0.055709,-0.075038,-0.64667,0.95803,-0.76008,-0.15426,0.90331,-1.5516
Cape Verde,0.97277,0.189685,-1.0104849,0.750226,-0.84712505,-0.83046,-0.722385,0.028665006,0.109625004,-0.16946,0.21056001,-0.118369505,1.4533999,-0.81770504,-0.681665,-0.046278503,0.16413599,0.367925,-0.911985,-0.004280001,-0.60715,0.42069,0.13306499,0.25142,0.14250201,-0.20785,0.70562506,0.61245,-0.737115,0.105701506,1.50005,-0.3262665,-1.267885,0.283755,0.51136005,-0.603175,-0.541175,-0.451025,0.34743902,-0.21849,-0.014893,0.51081,0.26639,-0.96367496,-0.878315,0.69926,0.09341,-0.88088,0.503375,-0.69525003
Brunei,0.64279,0.10649,-1.3639,1.6692,0.93578,-1.0025,0.66139,-0.11214,0.47486,-0.32061,0.74939,0.32581,1.0868,0.22629,0.35303,0.91088,-0.065757,0.42275,0.14911,1.5966,0.56408,-0.19449,1.0401,0.0023401,-0.5689,-0.088761,0.74648,-0.40699,-1.2328,0.15081,1.4258,0.92191,0.024834,1.1764,0.33546,0.052457,-0.71465,-0.12036,-1.137,-0.10902,-1.1316,-0.18802,0.58294,-0.54712,-0.14945,0.67211,-0.95143,0.014254,-0.40134,-1.1268
Belize,-0.11026,0.43031,-0.68988,1.0404,-0.92909,-0.87657,-0.38592,0.66911,0.44189,0.024682,0.64662,-0.14837,1.7641,0.0049675,-0.13771,0.041285,-0.22128,-0.25851,0.047412,0.77508,-0.66001,0.24342,-0.12386,-0.057691,0.1094,-0.2107,0.60924,0.29879,-0.11225,-0.33288,0.56208,0.27982,-0.13482,-0.27339,-0.19144,0.1773,-0.3691,-0.31327,0.28224,0.24798,-0.65637,0.73551,1.1317,-0.90524,-1.1727,0.90731,-0.90547,-0.44093,0.37421,-1.0242
Bahamas,0.20566,0.42999,-0.12378,1.3764,-0.61635,-0.23585,-0.36705,1.0443,0.94758,-0.32323,0.45151,0.25314,1.0669,0.29229,0.15877,0.31325,-0.31818,-0.94716,-0.86619,0.13683,0.00038479,0.62257,-0.10788,-0.17271,0.38276,-0.76183,0.48953,-0.22708,-0.05989,-0.20682,0.23634,0.70844,0.018079,0.11242,0.038395,-0.62055,-0.2659,-0.77251,0.22112,-0.15893,-0.53323,1.1739,1.4294,-0.73113,-0.89614,0.33704,-0.51921,-1.4159,0.1876,-0.54052
Iceland,0.31709,0.28361,-0.28066,-0.11441,-0.47074,0.53275,-0.36437,0.82655,-0.068807,0.089246,1.4228,-0.080328,0.88628,0.97061,0.64336,1.0165,0.95184,-0.69911,-1.1114,1.0596,0.41369,-0.73963,-0.032603,0.62652,0.35569,-0.59281,0.60934,0.24471,-0.56846,0.2462,0.95107,0.79077,0.29736,0.023703,-1.0591,-0.41303,-0.28094,-0.47151,0.35459,-0.34586,0.078206,-0.14982,0.90154,-0.78156,-0.99089,0.98301,-0.075528,0.84948,-0.039322,-1.2295
Vanuatu,0.18327,-0.27205,-0.67347,1.3218,-0.35125,0.053704,0.18829,0.35373,-0.58918,-0.28927,1.08,0.040907,1.4246,0.58579,-0.32226,0.70969,-0.013743,-0.15944,-0.28023,1.184,-0.32169,0.3844,-0.22697,0.29614,0.73917,0.006775,0.5578,0.24136,-0.92391,-0.17664,0.38313,0.96284,0.14546,0.17622,-0.25245,-0.020177,-0.28437,-1.1517,0.036871,-0.026512,-0.66062,0.92109,0.4867,-1.2486,-1.0011,0.61122,-0.3387,0.31119,0.70783,-0.7536
New Caledonia,0.179645,0.05751002,-0.72306454,0.421402,-0.23216,0.24955851,-0.7493,-0.245725,-0.28749502,-0.36501998,0.16916,0.0111535005,0.55236995,-0.09791,-0.350254,0.221516,-0.146629,0.250854,-0.634955,-0.017334998,0.27201,0.171535,-0.54377496,0.11962,-0.171925,-0.73285997,0.22245999,0.027443498,-0.18929,-0.11284299,2.019015,0.124666005,-0.310605,-0.36501,0.29386503,-0.428595,-0.13729501,-0.6015215,-0.0870435,-0.567945,-0.311845,-0.3329525,0.50668347,-0.58599997,-0.517684,1.06435,-0.145494,-0.178541,0.077245004,-0.162845
Barbados,-0.36142,0.25893,-1.1512,0.76478,-0.61962,-0.3724,-0.45427,0.57088,0.98436,-0.066853,0.032903,0.21797,0.83851,-0.39762,0.018219,-0.17441,-0.31625,-0.52285,-0.75117,0.072726,-0.25189,0.74397,0.14542,0.094833,-0.037595,-0.22105,1.035,-0.19835,-0.45102,0.54263,0.39044,0.76309,-0.052347,0.15703,0.47682,-0.43436,0.35824,-0.025035,-0.064502,-0.31732,-0.45927,0.61067,0.84574,-0.41793,-0.80548,1.7734,-1.255,-0.82601,0.67783,-0.53071
French Polynesia,0.685405,-0.20215002,-1.3513501,-0.10936999,-0.73676,0.1340025,-0.22195,0.283185,-0.4908,-0.38703,0.850435,-0.3630605,0.324825,0.166355,0.19538501,-0.17875001,-0.0015154993,-0.073075,-1.07369,-0.496075,-0.111250006,0.71368504,-0.454045,0.358365,0.08369002,-0.9632,-0.36146998,-0.03982,-0.655375,0.958875,1.293675,-0.25006002,-0.90668,0.32979402,-0.034702,-0.68798,-0.27248,0.10913001,-0.43541998,0.06782,0.690215,0.175025,1.71885,-0.76493996,0.119514994,0.90636,-0.41555,0.24223,0.0432,-0.80377495
Sao Tome and Principe,0.9945475,-0.41530502,-0.1699875,0.98601174,-0.0812905,-1.0894926,-0.0470125,-0.14426276,-0.029377505,0.447155,-0.10459999,0.09594,-0.11331999,-0.4113782,-0.0029474795,-0.73339874,-0.39510775,0.0085935,0.36839,0.058097497,-0.23293,0.50214255,0.4013225,0.2611365,-0.1954,-0.2396775,-0.11098501,0.018877499,-0.7611053,0.21136001,1.7171401,0.1754175,-0.43822926,0.42842,-0.22448352,-0.12595,-1.0038275,-0.11005324,0.5368175,0.08338176,0.10152425,0.7954725,0.10229,-0.58257246,-0.77109003,0.67936003,-0.20959765,-0.40076476,0.5109425,-0.73727
Samoa,-0.43301,-1.024,-0.93102,0.9616,-0.15194,0.1724,-0.1601,0.8564,-0.28863,-0.71569,0.70684,-0.34279,1.0157,0.18237,-0.128,0.25402,0.5632,-0.19455,-1.561,0.43735,-0.64774,0.4717,-0.18453,0.39104,0.65373,0.085097,0.60989,-0.64659,-0.76344,-0.33831,0.66722,1.2382,0.044352,-0.08091,0.078743,0.098809,0.11556,-0.74551,0.0031787,-0.65341,-0.58804,0.19187,0.81089,-0.99407,-0.91343,1.8874,-0.46207,0.077347,0.63476,-0.43695
Curacao,0.3138,-0.21325,-0.99381,0.4145,-0.75559,-0.17822,-0.29196,1.0838,0.49807,0.73942,1.058,-0.57069,1.2975,0.53278,-0.54719,0.54758,0.12672,-1.3298,-0.72525,0.30001,-0.36745,-0.38284,-2.6829e-05,0.60617,-1.909,-0.24324,-0.52069,0.65155,0.10209,-0.59087,-0.58908,0.87417,-0.3194,0.68615,0.63975,-0.79394,-0.32074,-0.80855,1.3609,0.53498,-0.14836,1.0119,0.97473,-0.4541,-0.42121,0.4863,-0.18523,0.15231,0.28627,-0.80152
Saint Lucia,1.01963,1.55256,-1.27075,-0.43598998,-0.0001949966,-0.16619301,-0.653755,0.448705,0.065349996,0.0469815,0.567725,0.54076,0.330405,-0.687995,-0.15929344,-0.447625,-0.28854,-1.0699999,-0.36327,0.401695,-0.890885,-0.016084999,-0.678825,0.2643085,-0.33715498,-0.3662565,-0.38445,-0.041265003,-0.825735,-0.020028649,0.871965,0.771485,0.3532,-0.018405005,-0.0423325,-0.38507003,0.46060002,-0.023865,0.625365,0.53894,0.17769001,0.72922504,0.2181735,-1.060885,-0.124312,0.85989,-0.91338,-1.3673,0.64351,-0.33273152
Guam,0.49924,-0.76043,-0.59014,0.9808,-0.001992,-0.46168,-0.19855,0.93544,0.45469,-1.2054,0.48058,-0.48698,1.6337,0.37558,-0.59388,-0.2097,-0.99357,0.15915,-1.3228,0.82118,0.0044659,-0.2983,0.044241,-0.48753,0.42988,-0.84451,0.85135,-0.073639,0.37516,-0.94612,0.35935,0.78754,-0.58464,-0.29786,-0.10824,-0.61205,-0.21986,-0.1309,-0.6868,0.24034,-1.1441,-0.22665,1.0361,-0.92718,-0.87053,0.26954,-0.050138,-0.65789,-0.47562,0.38882
Kiribati,-0.35273,0.067696,-0.4369,1.1775,-0.4126,0.089474,0.15492,0.11086,0.016597,-0.1612,0.55647,0.56793,1.7475,1.3569,-0.6377,1.387,0.21999,-0.19017,-0.0089526,1.1735,0.10408,0.42701,0.26105,-0.27334,0.40655,-0.1247,0.22358,-0.25001,-0.84856,-0.25092,-0.55788,0.74522,-0.059917,0.40563,0.214,-0.59595,-0.60989,-1.0089,-0.13194,0.20418,-1.4042,1.1021,0.47055,-0.27785,-1.1873,0.81146,-0.20864,-0.13428,-0.73301,-0.49787
Seychelles,0.92031,-0.16452,-0.43863,1.269,-0.63275,-0.09435,-0.0045337,0.1761,0.87474,-0.71039,0.52347,0.38773,0.75635,-0.35948,-0.50156,-0.44033,0.068457,0.17896,-0.39873,0.15454,-0.9326,0.66277,0.65716,0.51317,0.46303,0.22884,1.0012,-0.03528,-0.86304,0.64319,0.57241,0.75323,-0.73287,0.75224,-0.18421,-0.4722,-0.65814,-1.0837,-0.42624,-0.010765,-0.11354,0.42366,0.55515,-0.65443,-1.0264,0.63483,-0.86532,-0.7115,0.90158,-1.4283
Grenada,-0.1123,0.53116,-0.80468,0.66342,-1.0353,-0.42219,-0.008184,0.648,0.37762,0.0047663,0.26644,0.33659,1.0992,-0.14136,-0.12076,0.10456,-0.07634,-0.67102,-0.46263,0.75243,-0.58091,0.24867,0.05349,-0.8041,-0.56566,-0.26267,0.39516,-0.21569,0.24517,0.60542,-0.1194,1.259,-0.4125,0.099644,-0.12184,0.27102,0.05254,-0.35701,0.037162,0.054478,-0.70316,1.1842,0.74324,-1.0741,-0.57692,1.7147,-1.5059,-0.86026,-0.15619,-0.69026
