country,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49
Micronesia,-0.1761,-0.93617,-1.0667,1.6373,0.45014,0.8019,0.047739,0.027451,0.29107,-0.88325,1.1809,0.26621,1.4998,0.63697,-0.28747,1.2727,-0.11357,-0.12492,-0.5852,0.4472,0.11845,0.09723,0.26793,0.04372,0.23436,0.27927,0.73238,-0.46617,-0.55178,-0.52606,-0.57342,0.55796,0.12238,-0.054942,-0.12197,-1.2776,-0.79473,-0.79257,-0.42028,0.59105,-1.0657,0.5518,0.73747,-0.51988,-1.0075,1.6996,-0.19131,0.0097493,-1.7371,0.1785
Aruba,0.48626,-0.32094,-0.99128,0.47794,-0.69428,-0.12243,-0.49575,1.1878,0.95459,0.18607,1.197,-0.27843,0.92795,0.63903,0.66996,0.67455,-0.016359,-0.85522,-0.53361,0.5576,-0.086865,0.60365,-0.014332,1.4555,-0.76695,-0.50603,-0.35044,0.41445,-0.37483,-0.15841,-0.67332,0.43701,-0.21187,-0.2005,0.6247,-0.3761,-0.1909,-0.56021,0.92829,0.047571,-0.29169,1.3033,1.3593,-0.44509,-1.1801,0.14766,-0.056504,-0.026277,0.52603,-0.55017
Tonga,-0.32811,-0.76445,-0.71158,1.2597,-0.25991,-0.17874,0.11001,0.74143,-0.30911,-0.75869,0.61165,0.39253,0.99842,-0.032596,0.039954,0.30354,-0.041559,-0.29442,-1.1797,0.79415,-0.3573,0.27152,-0.14315,0.37784,0.91319,0.034711,0.41856,-0.77247,-0.76673,-0.16966,0.63697,1.2938,0.2816,0.47101,-0.28894,0.31435,0.18152,-1.039,-0.17627,-0.12403,-0.083787,0.56232,0.34368,-0.49855,-0.81164,1.7164,-0.49198,0.052259,0.70638,-0.80975
Jersey,-0.58799,0.5237,-0.43901,0.20235,-0.24809,0.83891,-1.8201,-0.24394,-0.042007,-0.88241,-0.31837,-0.62089,-0.065572,-0.23857,-0.43266,-0.22669,-0.48063,-0.25786,-1.0126,-0.43651,-0.32772,-0.31723,-0.78414,0.2991,-1.4958,-1.8041,0.053844,0.62729,-0.044872,-1.3678,1.4082,0.52184,-0.15919,-1.0641,0.63164,-0.66726,-0.1372,0.26659,0.57591,-0.65129,-0.34107,-0.015463,0.56549,0.096276,-0.6589,0.37402,-0.22312,-0.67946,0.27789,0.51315
Saint Vincent and the Grenadines,0.479626,0.86148804,-0.742084,-0.078236565,0.34074602,0.021466607,-0.516496,-0.0531712,0.009268356,-0.1278214,0.470486,0.587468,-0.11100002,-0.23939618,-0.20819989,-0.25206342,-0.0597008,-0.69357204,-0.72143203,-0.026033998,-0.3125962,0.0532166,-0.195714,-0.15474519,-0.43801197,-0.87791795,-0.105875984,-0.102732204,-0.3824022,-0.16146186,1.80657,0.538016,0.07201201,-0.41718602,0.035035025,-0.10986702,0.255746,0.072528005,0.37302417,0.43184337,0.10403101,0.527974,0.19879341,-0.5760134,-0.014032811,0.69136,-0.830815,-0.95796204,0.336754,-0.32919997
Antigua and Barbuda,0.15972233,0.21462333,-0.86970663,0.8270857,-0.5647,0.30125335,-0.47657335,0.042976666,0.22705,-0.33559334,0.22909234,0.46516666,0.56786335,-0.33890966,-0.18072169,-0.106288336,-0.014116667,-0.30178002,-0.55959004,-0.03871767,-0.14421333,0.40123335,0.050846666,0.010449998,-0.33642665,-0.46474,0.38763666,-0.17752333,-0.3543737,0.00722,1.1243967,0.91229004,0.11252666,-0.14630868,0.0057818294,0.03606033,-0.24701667,-0.37791,0.4092667,-0.051333327,-0.24233766,0.50427336,0.62988335,-0.08862332,-0.27953336,0.88813335,-1.0126266,-0.62789005,0.5868667,-0.5348833
United States Virgin Islands,0.39480752,0.2780125,-0.41040826,0.5763175,0.248241,0.25892252,-0.769425,0.10367851,0.56980306,-0.64604276,0.4882125,0.1594435,0.619155,-0.13181874,-0.0015227422,0.12197849,0.09179999,-0.56325245,-0.6966293,0.08034626,0.0007392508,-0.09070177,0.06876575,0.09907075,-0.200045,-1.3253574,0.2680275,-0.25943747,-0.038006503,-0.046393,2.621275,0.0130600035,-0.244675,-0.252265,-0.2746,-0.724325,-0.34296548,-0.4253925,-0.77344,-0.2745975,-0.010582492,0.03058201,1.0567651,-0.68157,-0.5702795,0.8125125,-0.8445375,-0.4586025,-0.53130245,-0.3252675
Isle of Man,0.40379798,0.366613,-0.8690133,0.10784667,0.39701667,0.31972,-0.30728,0.0017833313,0.122873336,-0.34396335,-0.054009337,0.02977334,0.017123342,-0.39514002,0.043996673,-0.14497,0.16570501,0.438687,-0.9552367,0.030098667,-0.10520333,0.54499,-0.062516,0.20610666,0.058084995,-1.6823,-0.77641994,0.26633,-0.04290998,-0.07285,2.3883233,-0.28993666,-0.21768999,-0.053486664,0.36350334,-0.14395119,-0.050405663,-0.259474,0.108893335,-0.21273,-0.265028,0.23003334,0.13118432,0.07526993,-0.30844337,0.031419992,-0.39741,-0.88179,0.41562733,-0.48000666
Andorra,0.64015,0.75792,-0.97818,0.7779,-0.77795,0.45513,-0.020404,0.92056,-0.56754,-0.23807,0.59278,-0.6514,0.29791,-0.37504,0.54695,-0.13634,0.55039,-0.89421,-0.035433,1.1004,-1.2727,-1.0356,-0.071586,1.1341,-0.57986,0.3858,0.42287,0.61606,-0.33595,-0.51043,0.024696,1.2662,-0.0037827,0.53527,-0.65048,-0.031267,-0.0075356,0.49506,-0.20974,-0.54644,0.45031,-0.55886,1.0907,-0.84019,-0.98196,0.8189,-0.60384,0.30041,0.6948,-1.0013
Cayman Islands,1.06251,-0.182319,-0.879925,1.43445,-0.708968,-0.041135006,-0.218035,0.729865,0.113021,-1.131565,0.202384,0.33985,1.498875,0.2241025,-0.28556,0.23992649,0.341345,-0.54045,-1.206215,0.079137,0.0031484999,0.12067,-0.1844185,-0.0026849955,0.04923001,-0.27007,0.0733695,0.051079996,-0.335495,-0.22082,1.3654051,0.00045999885,0.38534,0.20189,-0.207095,-0.36859,-0.534855,-1.16355,-0.27644,-0.28574002,-0.545665,0.699225,1.5773001,-0.36813748,-1.43495,0.284625,-0.66744,-0.86254,0.193295,-0.6384
Dominica,-0.63452,0.68692,-1.0915,0.58479,-1.247,-0.012273,-0.06334,0.52413,0.30778,0.15048,0.4622,0.44068,1.7855,-0.13289,-0.82841,0.073385,-0.15349,-0.92794,0.15235,0.65445,-0.55859,0.15954,-0.081103,-0.065772,-0.076343,-0.15508,0.32244,-0.056785,-0.11776,0.22917,-0.086818,1.2862,-0.18514,0.64362,-0.19615,-0.34603,-0.11686,-0.35499,0.24022,0.39086,-0.31323,1.1553,0.69467,-0.62249,-0.97278,1.1754,-1.5431,-0.66157,0.54209,-0.72151
Bermuda,0.030184,-0.61845,-0.75571,0.64421,-1.3687,-0.46976,-0.25644,0.50615,0.57965,-1.0192,-0.14705,0.086546,0.55265,-0.34835,-0.76055,-0.085605,-0.14818,0.12964,-1.1148,-0.2348,-0.15863,0.21612,0.23449,0.041536,-0.33754,-0.40544,0.33068,0.27877,0.036735,0.17856,0.92076,0.40209,0.14873,0.61338,0.15072,-0.58054,-0.49185,-0.22565,-0.15045,-0.73698,-0.33645,0.15594,1.1873,-0.17305,-0.94591,0.69334,-0.40639,-1.0182,0.31407,-0.03102
Guernsey,0.18744,-0.010719,-1.0977,0.60566,-0.12542,0.87984,-0.88029,-0.046521,0.17192,-1.2271,0.2731,0.48842,1.4458,-0.37953,-0.066146,-0.085965,-0.18589,-0.32289,-1.1572,0.56948,0.38718,-0.79302,0.49008,0.93125,-1.2199,-0.058599,0.31865,0.39489,-0.258,-0.60437,-0.59669,0.42022,0.24358,-0.25375,-0.19496,-0.018133,-0.27211,-0.43501,-0.26937,-0.95931,0.79963,-0.037569,0.20517,0.14051,-0.95852,-0.083182,-0.41454,-0.57043,0.73327,0.055475
Greenland,0.14986,0.14508,-0.67383,-0.099316,-0.39911,0.33497,-0.89022,0.69091,0.58505,-1.1003,1.0059,-0.11628,1.7521,0.86665,-0.59956,1.2401,1.2174,-0.37953,-1.422,1.0414,0.60981,-0.61272,0.48706,0.42425,0.33436,-0.66106,-0.6034,0.58349,0.11159,-0.035326,0.59272,0.13825,-0.037249,0.74863,-0.43546,-0.38028,-0.80515,0.147,0.27942,0.68713,0.14627,0.49747,0.81878,-0.18929,-1.4457,0.35193,0.080731,0.99043,-0.51386,-1.0417
Faroe Islands,0.61769503,-0.084564,-1.10015,1.308545,-0.315658,0.56495,-0.4627,0.747915,-0.215204,-1.31025,0.79659,0.062915005,1.6585,0.394805,-0.1275135,0.67154,0.70205,-0.934035,-1.6743,0.703175,-0.1509865,-0.106910005,0.2578915,0.629695,0.391765,-0.005789995,0.22069001,-0.070659496,-0.32952,-0.16688001,1.239424,0.44531503,0.102074504,0.121869996,-0.29389,-0.246025,-0.419963,-0.882695,-0.72029,-0.24323002,-0.173485,0.44925952,1.219765,-0.52317,-1.52805,0.79169,-0.3502115,-0.23973998,0.1116,-1.163525
Saint Kitts and Nevis,0.492763,1.24624,-0.87858504,-0.15080574,-0.161485,0.4646875,-0.45847252,0.2152275,-0.035328,-0.050061252,0.32481,0.44799498,0.2650475,-0.4802525,-0.30647248,0.17807375,0.20513976,-0.94821,-0.626325,0.109685004,-0.3152425,0.043829046,-0.345715,0.0946535,-0.481015,-0.47319102,-0.141985,-0.241485,-0.61671275,-0.051290073,1.01002,0.83778,0.19233175,-0.051400013,0.23861626,-0.42781752,0.28403503,-0.3033725,0.618115,0.58328,-0.02165325,0.6567925,0.30232927,-0.42838752,0.004462771,1.05165,-0.83643997,-0.8542,0.31319252,-0.6080125
American Samoa,-0.76590496,-0.26928002,-0.71571004,0.55535,0.12924,0.249225,-0.80965,0.168075,-0.188342,-0.477045,0.57158,-0.24614,0.570305,0.44949,-0.045408502,-0.17645,0.298749,-0.088558994,-1.21896,0.112560004,-0.27081,0.541135,-0.31663,0.175715,0.20953499,-1.0051515,-0.12496501,-0.812655,-0.34744552,-0.037405,1.8494599,0.42640495,-0.065044,-0.27822,-0.0024964996,-0.2788255,-0.32622,-0.52774,-0.21862066,-0.49976,-0.3707,0.100476205,1.020745,-0.673275,-0.018204987,1.09956,-0.50441,-0.0131565,-0.11760998,-0.005099997
Turks and Caicos Islands,0.56379247,-0.3391645,-0.2709695,0.51674175,-0.16526149,0.33309,-0.185985,0.49285,-0.416557,-0.642185,0.23798251,0.028587505,0.80743253,-0.061574996,-0.3415725,0.26737624,0.5162997,-0.61619747,-0.9331075,0.38985,0.17079426,0.21417604,0.35340074,0.2387335,0.27701527,-0.883955,-0.35573253,-0.423365,-0.05267775,-0.328204,1.6820775,0.47193748,0.16111499,0.16848749,-0.058164995,-0.0913395,-0.5373325,-0.82655,-0.3085325,0.4545825,-0.20629425,0.8018075,0.9132675,-0.4260825,-0.4577375,0.3421925,-0.65032,-0.4977175,-0.11773498,-0.9970525
Northern Mariana Islands,0.7479966,-0.26600933,-0.9893933,1.2549133,-0.24845533,0.23124133,-0.37281132,0.6825466,-0.03873733,-1.3359,0.39088666,-0.29873332,1.2026234,-0.11656334,-0.32875666,0.19201332,0.3886,-0.42070666,-0.9626934,0.50780666,-0.50812435,-0.10543,0.0053213337,0.31843665,0.25324667,-0.7709734,0.208582,0.09471234,-0.16240333,-0.29854998,1.8801666,-0.39873996,-0.11143333,0.12048667,0.0075366595,-0.23449135,-0.7901533,-0.616316,-0.29193667,0.37305668,-0.54586,0.8599667,1.0768167,-0.9919967,-0.89483666,0.30710468,-0.29791,-0.83783334,-0.17182666,-0.63955265
Sint Maarten,0.04843001,-0.24894199,-0.249855,-0.08751501,-0.64533,-0.64477503,-0.42054,0.63132,0.55589,-0.456745,1.086895,0.13106,0.90148,0.47531003,-0.40350002,0.545235,0.62228,-1.6896999,-0.286315,0.84465504,-0.95425,-1.009845,0.23504499,1.071525,-0.54974,-0.102297,-0.83693504,0.041525498,-0.74242,-0.39628,-1.08455,0.63047004,0.014109999,0.36927003,-0.24838,-0.36459,0.7813,-0.075348996,0.80697,1.0241151,0.527145,0.985415,0.61052,-0.19282001,-0.86661005,0.49735498,-0.70627,-0.48368,0.67629004,-0.47897
Liechtenstein,0.97961,0.11676,-0.63755,0.93456,0.054491,0.91126,0.071353,0.50904,-0.61451,-0.93355,0.39138,0.08389,-0.038941,-0.15699,1.0334,0.24276,0.7394,-0.96407,-0.3175,1.2557,0.06645,-1.5794,-0.10431,0.97495,-0.79555,-0.4453,0.13094,0.11758,-0.75216,-0.4871,-0.14503,1.3302,0.26589,0.28296,-1.1056,0.38849,-0.58134,0.79876,0.46397,-0.66874,0.66346,-0.30741,1.2263,-0.45726,-0.59644,0.3013,-0.65194,0.16104,1.4169,-1.1684
British Virgin Islands,0.7155134,0.32263234,-0.73624665,0.44556668,0.25549933,0.32030666,-1.0118366,0.15945335,0.37327397,-0.8802037,0.54029,0.42322335,0.8627434,0.196315,-0.057675738,0.13901334,0.047513325,-0.40872264,-1.2618433,-0.06835667,0.27756566,0.33813432,-0.24183565,0.21800001,-0.12305667,-0.90567666,-0.35639334,-0.24271667,-0.15123335,0.45729002,2.1850667,-0.22125332,-0.04798667,0.22491999,-0.1467,-0.46099004,-0.33479834,-0.93632,-0.7207033,-0.41146,0.37529334,0.19285333,0.9866767,-0.60372996,-0.4960867,0.50082,-0.88202,-0.69275635,-0.21680333,-0.58869
Gibraltar,0.91451,-0.096953,-0.86942,-0.0053229,-0.1457,-0.42707,-0.50284,0.80716,-0.076635,-1.0371,0.62252,0.3617,0.53251,-0.33742,-0.62064,0.22288,0.126,-0.47387,-1.011,0.79469,0.33135,-0.081428,-0.29445,0.1676,0.073766,-0.59789,0.47752,0.15522,0.30089,0.36648,0.8137,-0.0030959,-0.8647,0.30491,-0.18138,-0.31141,-0.15592,-0.52004,-0.93754,0.0039518,0.68325,-0.50262,0.72431,-0.54524,-1.2159,-0.36868,-0.33367,-0.23377,0.42831,-1.0712
Monaco,0.72574,1.0363,-0.80982,0.35192,-0.43583,-0.27851,-0.12439,0.83521,-0.71317,0.078352,0.68533,-0.12431,-1.1684,-0.45173,0.62551,-0.019894,-0.047439,-1.1886,-0.66662,-0.027969,-0.83492,-0.21131,-0.76732,0.87111,-0.76863,-0.31067,0.44293,0.12401,-0.43353,0.19836,0.79719,1.3375,-0.36366,0.59958,0.45931,-0.1831,0.19327,1.2748,0.25216,-0.56258,0.95565,0.22597,0.70027,-0.5376,-0.63094,0.20144,-0.091566,-0.7681,1.3201,-0.61045
Marshall Islands,0.27844,0.06508599,-0.5184115,1.02738,0.289142,0.29938,-0.688655,0.39113653,-0.0116055,-0.97017,0.1942425,0.62380004,0.91836,0.095800005,-0.21592,0.460515,0.69521,-0.634425,-1.26062,0.250595,0.20923351,0.42259002,-0.0288085,-0.24381001,0.54048,-0.71668005,0.321825,-0.45681,-0.202905,-0.39952,1.73537,-0.39554,0.11297549,-0.45546502,0.142975,-0.3576,-0.448205,-0.68240005,-0.17722501,0.18891001,-0.41574,0.846555,0.7731385,-0.586995,-1.19424,0.496475,-0.2968545,-0.787285,-0.55103004,-0.12250501
San Marino,0.22153999,0.24709,-0.19406,1.2391,-0.42616498,-0.64342,-1.47955,0.08444,-0.47288,0.10672,-0.1244555,-0.097265996,-0.2792905,-0.285885,0.84419,-0.9213,-0.15100501,-0.285475,-0.69384503,0.333735,-1.18674,-0.461635,-0.70184,0.429725,-0.049964994,-0.789575,0.75269,-0.12443,-0.1165887,-0.90039504,1.4618449,-0.17671001,-0.38086,-0.45276767,-0.122650504,-0.20706499,-0.015589997,0.51051503,0.84783494,0.194946,-0.31528,0.374315,0.21351,0.1149185,-0.64709,0.474585,-0.23507449,-0.77681,0.54583,0.32110402
Saint Martin,0.65473497,1.335595,-0.50397855,-0.75175697,0.31239,0.354845,-1.06316,0.01884,-0.40559,-0.19134851,0.2557161,0.51412,-0.82538,-0.600775,0.003920004,-0.62613,0.0778,-0.92042506,-0.767445,-0.06264499,-0.81140006,0.20330499,-1.0998399,0.21133,-0.029979989,-0.942705,-0.254975,-0.424575,-0.772235,-0.29819465,1.48585,0.17172,0.26959,-0.31637,-0.0453225,-0.39844,0.64269,0.1871,0.66715,0.35073,0.90085,0.65961003,0.0899985,-1.056635,0.0035875002,1.071555,-0.633905,-0.94323003,0.104059994,0.170515
Palau,1.0477,-0.22774,-1.1052,1.2985,-0.2941,-0.84976,-0.22576,0.97281,-0.28428,0.25515,0.94549,0.19336,1.6814,0.33429,-0.098985,0.059516,0.12136,-0.20347,-0.40736,0.70143,-0.8993,0.19968,-0.020397,-0.39536,-0.047931,0.42528,0.88727,-0.29005,-1.0276,-0.66702,0.015181,0.50893,-0.75808,-0.031765,-0.47156,-0.79669,0.017667,-0.64119,-0.28297,-0.098139,-0.47452,0.20661,0.60491,-0.81707,-0.91433,0.56424,-0.75785,-0.28801,-0.87659,0.051789
Anguilla,0.38963,0.34939,-0.39718,0.49774,-1.1333,-0.28507,0.071042,0.15767,0.32376,-0.13318,0.30166,0.33869,1.1958,0.22745,-1.1497,0.483,0.52788,-0.6046,-0.74183,1.2039,-1.1785,-0.40515,0.19425,0.25258,-0.82685,-0.38371,-0.77794,0.05578,-0.80387,0.062465,-1.1257,1.3196,-0.12164,0.77218,-0.18586,-0.64425,-0.07666,-0.95637,-0.12086,-0.044443,-0.11423,1.0745,0.63373,-0.37318,-0.67037,0.62781,-1.2026,-0.38653,0.62441,-0.19454
Cook Islands,0.619285,-0.0047735004,-1.01316,0.70727503,0.28115702,0.24996,-0.66927004,0.702355,-0.056816503,-1.17137,-0.026669994,0.55437005,1.370775,0.34373498,-0.014520004,0.37673497,0.75004,-0.4962915,-1.1331401,-0.146195,0.4225235,0.385605,0.7532415,0.34349,0.47427002,-0.553385,0.469945,-0.025914997,0.09915501,-0.046742,2.27675,-0.29729497,-0.10721,0.122384995,0.060755,-0.08535,-0.56322503,-0.19718003,0.16553003,-0.13032001,0.064294994,0.827165,0.84300697,-0.47119498,-0.66911995,0.78274,-0.34710652,-0.69554,-0.0913085,0.058524996
Nauru,0.10221,-0.15845,-0.2074,1.0877,-0.38079,-0.25612,-0.089528,0.36813,0.60013,0.18015,1.1796,0.49044,1.5209,1.0853,-0.025246,1.5897,0.63442,-0.68436,0.31314,1.3302,0.063779,0.48604,0.11617,0.092351,-0.27246,-0.037773,0.81587,-0.2319,-0.79724,-0.097862,-0.49322,0.25805,-0.28822,0.34067,0.22061,-0.2591,-0.20006,-0.4113,0.11248,-0.21563,-0.79792,1.1139,0.84751,-0.32798,-1.1056,0.59898,-0.29216,-0.25899,-0.85659,-0.76711
Wallis and Futuna,0.19381864,-0.098123334,-0.7892633,0.78400564,-0.28823,0.879,-0.34126016,0.10670668,-0.22147499,-0.73115,0.35596332,0.3895577,0.33057332,-0.50722665,-0.2292,0.67363834,0.07645767,-0.25081667,-0.39174667,-0.273778,0.06689,0.6731666,0.22474468,0.26910558,0.060544025,-0.19762002,-0.15168001,-0.18682666,-0.012905333,-0.084263325,0.5911666,-0.271,0.110654,-0.22027,0.02021333,-0.7003433,-0.16911633,-0.34704003,-0.34121335,0.19122201,0.520589,0.33193,0.31088534,0.027425332,-0.55297667,0.33264998,-0.57581,-0.9910334,-0.6473734,0.42436662
Saint Barthelemy,0.821585,1.72275,-0.46710503,-0.7426445,0.0015250146,-0.218765,-0.433339,0.6192,0.022309996,0.068206504,0.3090755,0.319275,0.17517,-0.568605,-0.63948,-0.34935,-0.1968,-1.1243,-0.476585,0.558585,-0.86792004,-0.22411,-0.79329,0.021200001,-0.06661999,-0.32666,-0.479114,-0.22324,-0.61298,-0.069009654,-0.00999999,0.78483,0.587955,-0.1382205,-0.2079875,-0.21175,0.396955,0.31673,0.37789,0.96719,0.761035,0.69026,0.0548385,-0.73126,0.031591,0.902875,-1.04984,-1.14026,0.37722498,-0.49496502
Tuvalu,-0.56662,0.16839,-0.68474,1.3814,0.27085,0.32628,0.06556,0.3004,-0.2075,-0.56318,1.1156,0.50569,2.0643,1.1175,-0.052895,1.1385,0.55306,0.336,-0.41956,1.056,0.14634,0.20296,0.082531,-0.002735,0.6856,0.29033,0.47576,-0.061741,-0.86322,-0.0054037,-0.18632,1.1245,0.28244,-0.34753,-0.59557,0.29491,-0.090087,-1.1635,-0.17097,-0.21481,-0.9076,0.60099,0.065816,-0.52074,-1.3896,1.018,-0.74333,0.33528,0.011342,-0.65897
Saint Pierre and Miquelon,0.6855825,0.870885,-0.88488,-0.6021707,0.2082375,0.035644256,-0.82901,0.0428065,-0.108725,0.049560003,0.548765,0.31896502,-0.34611502,-0.19813251,-0.3231225,-0.39772624,0.30676472,-1.05506,-0.33375373,-0.32796252,-0.45884,0.480825,-0.1767325,0.1983915,-0.60575,-0.108269244,-0.5127775,-0.029005006,-0.14944424,0.34260017,1.2652174,0.305515,-0.40486747,-0.08881151,0.19272424,-0.1881125,0.09466476,0.34172025,0.6715225,1.17302,0.6431217,0.77215004,0.31311172,-0.7620425,-0.24983099,0.65583503,-0.8586325,-0.74854505,0.43064,-0.30887252
Montserrat,1.0749,0.24253,-0.82478,0.021446,-0.85496,-0.54524,-0.53295,1.1821,0.04619,0.34468,0.86969,-0.042173,1.6539,0.30468,0.24624,0.64343,0.37231,-0.34712,-0.89726,0.42077,-0.92754,0.48512,-0.69701,0.19774,-0.282,0.42197,-0.068633,0.31182,-0.9082,0.53583,-0.26443,0.56657,0.30319,0.081105,-0.19921,-0.072894,-0.061974,-1.3897,1.2874,-0.61083,-0.40347,0.82129,0.42273,-0.27393,-0.80449,0.97243,-0.53236,-0.12814,-0.16477,-0.81819
Tokelau,0.29949,-1.0933,-0.7654,0.89335,0.095157,0.89778,0.15203,0.14087,0.60476,-0.72222,0.26956,0.078079,1.3685,0.50693,-0.51157,0.95589,0.94318,-0.052237,-0.23892,0.45821,-0.011831,0.55979,-0.41342,0.31742,0.39142,0.59837,0.13415,-0.12767,-0.42748,0.088157,-0.60654,0.22241,-0.019838,0.55,-0.11766,-0.12466,0.0060571,-1.12,-0.43949,-0.45538,-0.32684,0.55216,0.16972,-0.13501,-1.2453,1.0102,-0.53897,0.17341,-0.046184,-0.18824
Total,0.089247,0.20641,0.92205,0.084207,0.62311,0.26284,0.33257,-0.52556,0.85849,0.047906,-0.1977,-1.0439,0.10277,-0.90759,0.99732,-0.92776,0.23714,0.29972,-1.0949,-0.31315,0.14427,-0.53134,0.60712,-0.84175,-0.4563,-0.2801,-0.30272,-0.56143,-0.1071,0.47755,3.7739,0.50036,0.58046,0.67764,0.26814,-0.19158,0.73192,0.1902,0.16642,0.10565,-0.69207,-0.56708,0.77336,0.22869,-1.4824,-0.067621,-0.86072,0.6989,0.0096362,-0.23942
